|6.6.6
in17a_1.tab                                                                                         
           2
T(K)    
   673.000800000000     
   8.08079191920000     
         100
P(bar)  
   30000.0500000000     
   505.049494950000     
         100
           5
rho,kg/m3      vp,km/s        vs,km/s        C1M(HP)        M(HP),vo%     
  3551.564       8.222509       4.596910                NaN            NaN
  3551.229       8.218913       4.594932                NaN            NaN
  3551.052       8.215629       4.593237                NaN            NaN
  3550.522       8.211644       4.590922                NaN            NaN
  3550.387       8.208501       4.589349                NaN            NaN
  3550.255       8.205305       4.587780                NaN            NaN
  3550.207       8.202242       4.586373                NaN            NaN
  3550.521       8.199901       4.585651                NaN            NaN
  3550.370       8.196686       4.584095                NaN            NaN
  3550.570       8.194148       4.583211                NaN            NaN
  3551.242       8.192640       4.583237                NaN            NaN
  3551.501       8.190301       4.582547                NaN            NaN
  3552.007       8.188531       4.582350                NaN            NaN
  3553.716       8.189223       4.584482                NaN            NaN
  3554.103       8.187302       4.584163                NaN            NaN
  3554.743       8.185960       4.584362                NaN            NaN
  3556.059       8.185931       4.585917                NaN            NaN
  3557.634       8.186690       4.588084                NaN            NaN
  3559.919       8.188916       4.591729                NaN            NaN
  3561.614       8.190068       4.594313                NaN            NaN
  3564.091       8.192866       4.598553                NaN            NaN
  3567.255       8.197330       4.604368                NaN            NaN
  3569.614       8.200111       4.608631                NaN            NaN
  3572.503       8.204250       4.614152                NaN            NaN
  3572.688       8.201948       4.613933                NaN            NaN
  3571.434       8.196236       4.610633                NaN            NaN
  3570.147       8.190401       4.607235                NaN            NaN
  3568.848       8.184527       4.603815                NaN            NaN
  3567.700       8.196891       4.618235                NaN            NaN
  3566.684       8.236559       4.659568                NaN            NaN
  3565.493       8.230993       4.656301                NaN            NaN
  3564.311       8.225473       4.653058                NaN            NaN
  3563.104       8.219847       4.649761                NaN            NaN
  3561.919       8.214318       4.646517                NaN            NaN
  3560.638       8.208383       4.643053                NaN            NaN
  3559.446       8.202820       4.639799                NaN            NaN
  3558.194       8.197006       4.636412                NaN            NaN
  3556.941       8.191191       4.633022                NaN            NaN
  3555.719       8.185497       4.629711                NaN            NaN
  3554.452       8.179650       4.626298                NaN            NaN
  3553.195       8.173817       4.622911                NaN            NaN
  3489.467       8.161909       4.503433       0.000000       6.591061    
  3488.648       8.158627       4.500934       0.000000       6.590023    
  3487.907       8.155498       4.498676       0.000000       6.591123    
  3487.063       8.152173       4.496131       0.000000       6.590404    
  3486.318       8.149038       4.493872       0.000000       6.591504    
  3485.399       8.145344       4.491145       0.000000       6.590647    
  3484.559       8.142015       4.488632       0.000000       6.589850    
  3483.807       8.138869       4.486370       0.000000       6.590944    
  3482.959       8.135522       4.483832       0.000000       6.589874    
  3482.203       8.132369       4.481568       0.000000       6.590966    
  3481.350       8.129017       4.479045       0.000000       6.590127    
  3480.591       8.125855       4.476779       0.000000       6.591217    
  3479.721       8.122395       4.474199       0.000000       6.590335    
  3478.824       8.118912       4.471554       0.000000       6.589530    
  3478.059       8.115737       4.469286       0.000000       6.590614    
  3477.194       8.112296       4.466750       0.000000       6.589581    
  3476.426       8.109113       4.464479       0.000000       6.590662    
  3475.507       8.105436       4.461807       0.000000       6.589863    
  3474.626       8.102024       4.459214       0.000000       6.588967    
